transaction_id,account_id,date,time,ticker,transaction_type,quantity
TXN_00030,1926010870,2025-01-28,10:34:02,JPM,sell,1619
TXN_00031,5775818865,2024-02-08,15:54:09,JPM,buy,525
TXN_00032,5229455093,2025-05-26,10:27:47,TSLA,buy,1488
TXN_00033,3768699384,2025-07-21,13:40:54,BAC,buy,362
TXN_00034,5229455093,2025-01-28,15:59:41,JPM,sell,542
TXN_00035,8093597035,2024-02-24,15:38:23,NFLX,sell,200
TXN_00036,9192201895,2024-07-18,14:33:13,GOOG,sell,1494
TXN_00037,1926010870,2025-05-01,09:45:33,AMZN,sell,754
TXN_00038,3768699384,2024-07-27,10:29:48,MSFT,sell,1769
TXN_00039,4313201683,2024-09-17,12:42:30,GOOG,buy,2189
TXN_00040,8093597035,2024-10-02,14:09:03,GOOG,buy,1936
TXN_00041,6625608873,2024-10-24,11:58:40,NFLX,buy,1321
TXN_00042,9192201895,2025-06-08,11:59:32,TSLA,buy,2354
TXN_00043,1402944639,2024-02-15,12:51:06,GOOG,sell,1047
TXN_00044,6625608873,2025-01-22,11:30:01,AAPL,sell,1551
TXN_00045,6772985563,2025-03-19,12:43:00,BAC,sell,2379
TXN_00046,9474078998,2024-06-10,11:00:00,NFLX,sell,973
TXN_00047,9474078998,2024-01-01,10:37:35,AAPL,buy,1744
TXN_00048,3768699384,2025-06-05,11:56:29,MSFT,buy,546
TXN_00049,3768699384,2024-12-07,12:00:16,JPM,buy,1049
TXN_00050,5229455093,2024-10-31,14:29:21,MSFT,sell,1852
TXN_00051,9192201895,2024-10-08,11:56:10,AAPL,sell,2458
TXN_00052,3997467631,2025-06-21,09:16:50,TSLA,buy,271
TXN_00053,6772985563,2025-06-08,12:05:37,META,sell,1091
TXN_00054,6625608873,2024-10-27,11:10:34,AMZN,buy,2152
TXN_00055,9354048106,2024-06-11,12:52:19,NVDA,sell,1645
TXN_00056,3768699384,2024-01-01,10:50:54,TSLA,buy,1611
TXN_00057,5229455093,2025-04-19,10:58:05,GOOG,buy,2393
TXN_00058,7552075955,2025-02-11,11:15:14,NFLX,buy,184
TXN_00059,9192201895,2025-03-29,10:20:17,TSLA,sell,1038
TXN_00060,3997467631,2024-07-22,14:15:35,NFLX,sell,1510
TXN_00061,3768699384,2025-01-05,15:09:29,GOOG,buy,809
TXN_00062,6625608873,2025-07-20,12:49:23,NVDA,buy,674
TXN_00063,9862896116,2024-10-06,11:27:06,TSLA,sell,1024
TXN_00064,4313201683,2024-01-01,12:34:59,AMZN,buy,1420
TXN_00065,6772985563,2025-08-01,14:58:31,BAC,sell,2304
TXN_00066,5775818865,2024-02-03,15:43:21,AMZN,buy,2200
TXN_00067,9192201895,2024-03-31,11:42:53,META,buy,218
TXN_00068,6625608873,2024-07-14,14:36:56,NFLX,sell,2040
TXN_00069,9862896116,2024-10-29,09:43:20,AAPL,sell,2364
TXN_00070,6772985563,2024-08-21,14:57:54,TSLA,sell,1075
TXN_00071,7713225623,2024-05-16,13:32:28,AMZN,buy,1403
TXN_00072,7713225623,2024-03-15,14:41:46,AMZN,sell,147
TXN_00073,6772985563,2025-06-20,11:53:22,NFLX,sell,2070
TXN_00074,5229455093,2024-09-19,15:14:28,GOOG,buy,124
TXN_00075,9862896116,2025-05-08,14:47:16,NVDA,buy,1068
TXN_00076,6625608873,2024-10-09,10:08:29,MSFT,sell,2183
TXN_00077,7552075955,2025-01-27,09:56:51,BAC,sell,327
TXN_00078,8093597035,2024-10-17,11:18:15,JPM,sell,587
TXN_00079,1402944639,2025-04-20,13:16:21,TSLA,sell,945
TXN_00080,5150695988,2024-02-25,11:38:37,BAC,buy,1591
TXN_00081,9803134690,2024-07-30,11:09:07,TSLA,buy,1200
TXN_00082,7713225623,2024-09-29,14:29:16,BAC,sell,883
TXN_00083,4313201683,2024-09-05,10:11:44,GOOG,buy,504
TXN_00084,1402944639,2024-10-20,12:55:43,AMZN,buy,1530
TXN_00085,7552075955,2024-08-27,10:04:00,AMZN,sell,218
TXN_00086,9803134690,2024-06-07,11:28:04,NFLX,sell,2104
TXN_00087,9354048106,2025-01-06,10:47:54,JPM,buy,2142
TXN_00088,5775818865,2025-08-08,14:32:19,NFLX,sell,319
TXN_00089,7713225623,2025-05-06,13:51:39,BAC,buy,1109
TXN_00090,9354048106,2025-04-09,14:06:48,TSLA,buy,1657
TXN_00091,6625608873,2024-12-16,10:57:51,MSFT,buy,1298
TXN_00092,7552075955,2024-04-29,14:43:26,GOOG,sell,1877
TXN_00093,1926010870,2024-06-06,15:01:20,GOOG,buy,2416
TXN_00094,5970995017,2024-10-08,12:18:19,MSFT,buy,1655
TXN_00095,6772985563,2024-07-21,15:31:11,BAC,sell,334
TXN_00096,1926010870,2025-07-29,14:00:26,AAPL,sell,471
TXN_00097,6772985563,2024-05-26,10:30:02,TSLA,sell,318
TXN_00098,6625608873,2024-08-31,14:10:49,AMZN,buy,869
TXN_00099,3614142517,2025-06-19,10:48:17,MSFT,buy,494
TXN_00100,1402944639,2024-01-25,14:11:23,GOOG,sell,953
TXN_00101,1402944639,2024-08-08,13:50:16,MSFT,sell,819
TXN_00102,4313201683,2024-10-14,15:18:17,BAC,buy,123
TXN_00103,5229455093,2024-03-20,09:43:14,TSLA,sell,1470
TXN_00104,5229455093,2025-01-23,13:21:37,JPM,buy,2489
TXN_00105,9474078998,2024-12-03,13:52:09,AAPL,sell,721
TXN_00106,6625608873,2025-03-10,14:17:13,JPM,buy,430
TXN_00107,7713225623,2025-05-07,09:30:26,AAPL,buy,1384
TXN_00108,4313201683,2024-07-17,10:38:16,NFLX,sell,1762
TXN_00109,5970995017,2024-09-12,09:57:28,AMZN,buy,444
TXN_00110,9803134690,2024-07-07,15:35:06,AMZN,sell,1870
TXN_00111,9354048106,2024-12-13,09:58:50,MSFT,sell,1658
TXN_00112,9192201895,2024-07-10,14:19:19,JPM,buy,1559
TXN_00113,4313201683,2025-05-03,12:11:09,TSLA,buy,1135
TXN_00114,9803134690,2024-10-14,14:35:16,AMZN,sell,1650
TXN_00115,1926010870,2024-06-02,15:54:03,JPM,buy,1116
TXN_00116,6772985563,2024-12-03,15:25:57,TSLA,sell,269
TXN_00117,3614142517,2024-09-23,14:59:37,BAC,sell,1816
TXN_00118,3997467631,2025-06-19,09:25:14,META,sell,1333
TXN_00119,9474078998,2024-05-08,10:38:58,AMZN,buy,1143
TXN_00120,5150695988,2025-04-16,12:52:48,AMZN,buy,2175
TXN_00121,3768699384,2025-05-06,10:09:10,BAC,buy,1180
TXN_00122,1402944639,2024-03-31,09:24:07,JPM,buy,1275
TXN_00123,8093597035,2024-11-15,09:51:24,BAC,sell,1082
TXN_00124,9862896116,2024-04-24,12:16:58,JPM,sell,810
TXN_00125,7552075955,2024-11-27,15:48:57,NFLX,sell,2454
TXN_00126,9192201895,2024-07-12,14:23:23,BAC,sell,426
TXN_00127,6772985563,2024-11-14,11:28:56,GOOG,sell,383
TXN_00128,7552075955,2025-05-14,13:52:57,AMZN,sell,841
TXN_00129,6772985563,2024-02-27,13:15:24,BAC,sell,2181
TXN_00130,7713225623,2025-01-02,09:25:48,BAC,sell,300
TXN_00131,4313201683,2024-04-18,12:05:02,BAC,buy,1877
TXN_00132,9474078998,2025-02-07,11:54:58,JPM,sell,1270
TXN_00133,9474078998,2024-01-29,12:46:04,NVDA,sell,420
TXN_00134,6772985563,2025-03-16,15:04:24,NVDA,buy,2262
TXN_00135,9862896116,2025-07-11,09:17:05,TSLA,sell,2198
TXN_00136,6625608873,2025-02-15,12:35:23,MSFT,sell,1467
TXN_00137,4313201683,2025-06-11,11:47:06,MSFT,sell,945
TXN_00138,3997467631,2025-01-29,14:30:17,TSLA,buy,2455
TXN_00139,9474078998,2025-02-02,12:18:02,BAC,sell,1834
TXN_00140,9354048106,2025-01-17,12:59:25,MSFT,buy,1001
TXN_00141,9192201895,2025-02-12,13:52:11,AAPL,sell,1133
TXN_00142,9354048106,2024-08-12,13:00:25,BAC,sell,1541
TXN_00143,3997467631,2025-02-06,15:37:06,NVDA,buy,445
TXN_00144,9803134690,2024-08-21,10:06:39,TSLA,sell,1800
TXN_00145,9192201895,2024-05-30,12:17:44,BAC,buy,1268
TXN_00146,7552075955,2024-08-14,13:14:15,AMZN,buy,1902
TXN_00147,9192201895,2024-07-22,14:03:45,GOOG,buy,1833
TXN_00148,7713225623,2025-02-24,10:22:46,JPM,buy,133
TXN_00149,9474078998,2025-07-06,12:44:57,META,buy,968
TXN_00150,5970995017,2024-07-02,09:19:40,AMZN,sell,1432
TXN_00151,3768699384,2025-02-14,09:34:17,BAC,sell,1961
TXN_00152,4313201683,2025-08-13,10:06:04,NFLX,buy,2169
TXN_00153,9192201895,2025-06-13,15:35:35,AMZN,buy,2441
TXN_00154,5775818865,2025-06-03,14:41:56,AMZN,buy,2179
TXN_00155,9192201895,2024-10-16,11:33:30,META,sell,1246
TXN_00156,7552075955,2024-10-15,14:21:20,META,sell,1270
TXN_00157,6625608873,2024-02-20,10:15:41,AMZN,sell,1324
TXN_00158,9803134690,2025-04-26,14:29:11,BAC,buy,1954
TXN_00159,3997467631,2024-11-18,11:31:25,NVDA,buy,592
TXN_00160,1402944639,2025-05-22,13:05:54,MSFT,sell,1978
TXN_00161,9474078998,2024-06-02,15:47:35,NVDA,buy,1933
TXN_00162,4313201683,2024-01-16,10:09:39,GOOG,sell,1711
TXN_00163,1402944639,2025-04-29,12:56:31,META,buy,239
TXN_00164,5775818865,2025-05-13,13:33:59,JPM,sell,779
TXN_00165,1402944639,2024-04-25,09:12:59,AMZN,sell,1716
TXN_00166,5970995017,2025-02-07,14:17:27,NVDA,buy,2053
TXN_00167,7713225623,2025-04-14,15:32:42,JPM,sell,2028
TXN_00168,9474078998,2025-05-28,11:26:41,META,buy,432
TXN_00169,9474078998,2024-05-23,14:37:55,AAPL,sell,1299
TXN_00170,8093597035,2024-05-28,10:02:02,META,buy,1378
TXN_00171,3614142517,2024-01-09,15:19:10,TSLA,sell,1004
TXN_00172,7552075955,2025-07-09,13:55:09,NFLX,sell,715
TXN_00173,6772985563,2024-03-14,10:10:43,AAPL,sell,137
TXN_00174,1402944639,2024-01-26,11:35:26,GOOG,sell,976
TXN_00175,5970995017,2025-02-13,12:27:03,AAPL,sell,1031
TXN_00176,4313201683,2024-09-21,14:21:50,META,buy,694
TXN_00177,1926010870,2024-12-10,14:04:34,MSFT,buy,617
TXN_00178,3768699384,2024-08-04,11:10:54,JPM,sell,212
TXN_00179,5775818865,2024-09-26,14:30:15,NFLX,buy,584
TXN_00180,3614142517,2025-04-20,12:14:13,AAPL,sell,592
TXN_00181,1926010870,2024-02-22,14:55:56,AAPL,sell,2044
TXN_00182,6625608873,2025-04-09,12:29:59,NVDA,sell,2497
TXN_00183,4313201683,2024-09-05,13:17:12,META,buy,1563
TXN_00184,1402944639,2025-07-22,09:32:35,NFLX,sell,1061
TXN_00185,3997467631,2024-12-26,14:32:14,TSLA,buy,1190
TXN_00186,1402944639,2025-04-05,13:26:10,AAPL,buy,820
TXN_00187,3614142517,2024-02-20,11:07:01,AAPL,sell,649
TXN_00188,1926010870,2024-07-29,13:15:33,TSLA,sell,309
TXN_00189,9803134690,2025-05-15,09:09:49,MSFT,sell,653
TXN_00190,9803134690,2024-04-08,13:41:01,MSFT,buy,2451
TXN_00191,1402944639,2025-04-03,10:55:05,MSFT,buy,1131
TXN_00192,5229455093,2024-12-19,10:41:40,META,buy,749
TXN_00193,5150695988,2025-08-05,14:57:07,BAC,sell,2398
TXN_00194,5775818865,2024-11-17,15:06:47,MSFT,sell,1522
TXN_00195,3997467631,2025-03-22,13:12:27,GOOG,sell,2238
TXN_00196,1926010870,2025-02-28,09:11:28,JPM,sell,1544
TXN_00197,3768699384,2025-03-01,12:31:59,TSLA,sell,1992
TXN_00198,3768699384,2025-03-15,12:26:08,BAC,buy,1760
TXN_00199,9474078998,2025-05-25,12:31:05,META,buy,361
TXN_00200,5775818865,2024-07-07,10:48:35,META,sell,678
TXN_00201,9474078998,2024-09-15,13:17:36,TSLA,sell,1963
TXN_00202,7552075955,2024-12-25,11:09:16,MSFT,sell,602
TXN_00203,6772985563,2024-04-19,13:55:32,JPM,buy,2355
TXN_00204,9474078998,2024-11-30,15:35:39,NFLX,buy,170
TXN_00205,3997467631,2024-11-30,13:35:46,MSFT,sell,1495
TXN_00206,3614142517,2024-01-12,12:55:19,MSFT,buy,1080
TXN_00207,1402944639,2025-07-06,14:19:26,NFLX,buy,2115
TXN_00208,5970995017,2024-09-05,10:29:17,NVDA,sell,1871
TXN_00209,3614142517,2024-07-28,09:20:12,AMZN,buy,1946
TXN_00210,3768699384,2024-04-15,14:44:06,GOOG,sell,518
TXN_00211,9192201895,2024-10-04,14:46:51,META,sell,1984
TXN_00212,9803134690,2024-12-07,15:34:27,NFLX,buy,1899
TXN_00213,9474078998,2025-06-14,12:37:34,AAPL,buy,2145
TXN_00214,8093597035,2024-11-03,14:15:38,MSFT,buy,1355
TXN_00215,8093597035,2024-02-13,13:03:12,NVDA,sell,1200
TXN_00216,4313201683,2025-04-14,12:43:13,AMZN,sell,2044
TXN_00217,9354048106,2024-04-02,15:00:51,JPM,sell,874
TXN_00218,6625608873,2025-03-06,10:36:08,NFLX,sell,2092
TXN_00219,9354048106,2024-02-18,12:55:42,JPM,sell,2497
TXN_00220,7713225623,2024-09-16,10:46:19,NFLX,buy,351
TXN_00221,3614142517,2024-08-16,09:17:21,MSFT,sell,2418
TXN_00222,5775818865,2024-05-10,11:23:10,META,sell,1655
TXN_00223,1402944639,2024-03-02,15:53:22,NVDA,sell,747
TXN_00224,6772985563,2024-10-26,12:16:48,AAPL,sell,1884
TXN_00225,9354048106,2024-09-05,12:04:11,JPM,sell,973
TXN_00226,3768699384,2024-07-06,13:10:00,TSLA,sell,1279
TXN_00227,7713225623,2025-02-19,10:43:42,TSLA,buy,1734
TXN_00228,5150695988,2025-04-03,09:10:33,AAPL,sell,1016
TXN_00229,6772985563,2025-03-06,12:21:13,JPM,buy,1243
TXN_00230,9192201895,2024-03-29,14:28:23,BAC,buy,2024
TXN_00231,9862896116,2025-05-08,11:09:40,NVDA,sell,943
TXN_00232,6625608873,2024-08-29,11:22:34,BAC,sell,680
TXN_00233,5970995017,2024-07-01,09:46:03,META,sell,1322
TXN_00234,5970995017,2024-09-21,15:57:04,MSFT,sell,479
TXN_00235,9862896116,2024-02-17,12:07:14,NVDA,sell,804
TXN_00236,6625608873,2024-01-25,10:55:21,AAPL,buy,1455
TXN_00237,9803134690,2024-12-03,11:02:38,BAC,sell,380
TXN_00238,5150695988,2024-11-02,11:06:27,AAPL,sell,986
TXN_00239,1926010870,2024-06-02,11:34:58,JPM,buy,980
TXN_00240,9354048106,2025-05-31,10:28:12,GOOG,buy,2434
TXN_00241,5150695988,2024-05-27,11:56:46,META,buy,2055
TXN_00242,5775818865,2025-06-28,15:40:33,AAPL,buy,509
TXN_00243,1926010870,2024-12-30,13:02:04,NFLX,sell,139
TXN_00244,9474078998,2025-05-10,10:26:46,NVDA,sell,910
TXN_00245,9354048106,2025-05-16,14:38:26,NFLX,buy,851
TXN_00246,7713225623,2025-03-29,15:58:25,AAPL,sell,2002
TXN_00247,5229455093,2025-03-10,11:05:12,NFLX,sell,1845
TXN_00248,1926010870,2024-10-16,10:56:52,NFLX,sell,2277
TXN_00249,1402944639,2025-02-19,10:34:16,BAC,buy,260
TXN_00250,7552075955,2024-01-31,12:46:58,NVDA,buy,1030
TXN_00251,9354048106,2025-05-30,14:50:20,NVDA,sell,1949
TXN_00252,5775818865,2024-02-19,10:37:20,AAPL,sell,476
TXN_00253,5775818865,2025-04-01,11:32:47,NVDA,buy,157
TXN_00254,1926010870,2025-02-04,10:58:06,TSLA,buy,588
TXN_00255,5970995017,2024-06-22,11:22:01,JPM,sell,706
TXN_00256,3768699384,2024-10-06,10:16:18,NVDA,sell,2368
TXN_00257,9803134690,2024-02-22,12:31:28,NFLX,sell,142
TXN_00258,6772985563,2024-09-30,10:29:10,NFLX,buy,1798
TXN_00259,9474078998,2024-12-08,11:43:31,JPM,sell,1183
TXN_00260,9192201895,2024-06-19,13:51:06,AAPL,buy,1507
TXN_00261,3768699384,2025-04-28,13:47:40,GOOG,buy,1526
TXN_00262,1402944639,2025-04-06,13:59:49,GOOG,buy,1125
TXN_00263,6625608873,2025-07-24,12:13:35,AAPL,sell,1067
TXN_00264,4313201683,2024-06-19,10:39:25,META,buy,995
TXN_00265,6625608873,2024-02-06,14:25:57,JPM,buy,1400
TXN_00266,6625608873,2024-08-22,13:21:20,AAPL,sell,1259
TXN_00267,4313201683,2025-02-19,13:22:00,JPM,buy,1268
TXN_00268,7713225623,2024-02-22,11:42:17,TSLA,buy,581
TXN_00269,9192201895,2025-07-23,09:32:47,GOOG,sell,2169
TXN_00270,5150695988,2025-08-03,15:18:11,NFLX,sell,1915
TXN_00271,5150695988,2024-02-13,10:19:53,NFLX,buy,1344
TXN_00272,3614142517,2025-05-26,15:29:48,MSFT,sell,2393
TXN_00273,8093597035,2025-05-22,14:01:02,META,buy,1087
TXN_00274,7713225623,2024-07-09,09:51:04,AAPL,buy,2309
TXN_00275,1402944639,2024-07-12,10:40:18,AMZN,buy,1647
TXN_00276,6625608873,2025-05-27,11:27:08,BAC,sell,954
TXN_00277,7713225623,2024-03-18,15:34:47,MSFT,buy,427
TXN_00278,9474078998,2024-12-13,09:16:46,AMZN,buy,2265
TXN_00279,6625608873,2025-07-24,12:25:36,GOOG,sell,1874
TXN_00280,9803134690,2024-03-25,09:28:11,AAPL,sell,218
TXN_00281,1402944639,2024-11-18,13:43:28,JPM,buy,1707
TXN_00282,7713225623,2025-02-27,14:03:52,BAC,buy,2297
TXN_00283,5775818865,2024-10-25,09:19:20,NVDA,buy,1631
TXN_00284,7713225623,2024-06-10,15:24:33,JPM,sell,1475
TXN_00285,8093597035,2025-06-09,10:01:58,AAPL,sell,1951
TXN_00286,5150695988,2025-05-13,14:15:21,NFLX,sell,2337
TXN_00287,1402944639,2024-01-09,14:34:15,NFLX,sell,798
TXN_00288,3768699384,2024-08-13,12:49:58,TSLA,sell,421
TXN_00289,1926010870,2025-03-25,14:19:35,AMZN,sell,1185
TXN_00290,1402944639,2024-04-22,13:59:04,AMZN,sell,1860
TXN_00291,6625608873,2025-03-26,13:21:55,GOOG,buy,750
TXN_00292,3614142517,2024-04-09,12:57:08,JPM,buy,1742
TXN_00293,9192201895,2025-03-08,11:45:01,NFLX,buy,851
TXN_00294,7713225623,2024-04-23,14:40:23,BAC,sell,2149
TXN_00295,9192201895,2024-06-13,15:26:59,META,buy,590
TXN_00296,5970995017,2024-03-23,14:26:33,TSLA,buy,1230
TXN_00297,7552075955,2024-04-12,14:29:51,MSFT,sell,2226
TXN_00298,3614142517,2025-04-25,12:27:32,NVDA,sell,550
TXN_00299,3614142517,2024-10-02,10:29:41,NVDA,sell,2222
TXN_00300,9803134690,2024-01-01,13:12:46,META,buy,335
TXN_00301,7713225623,2024-11-06,15:27:02,AMZN,buy,1189
TXN_00302,5775818865,2024-08-30,13:52:49,BAC,sell,144
TXN_00303,6625608873,2024-11-04,12:30:47,MSFT,buy,2472
TXN_00304,1926010870,2025-07-23,13:41:48,BAC,buy,2325
TXN_00305,5229455093,2025-03-01,14:29:12,AAPL,buy,1809
TXN_00306,8093597035,2024-04-30,13:55:59,GOOG,buy,758
TXN_00307,4313201683,2025-01-26,09:14:19,TSLA,buy,741
TXN_00308,1926010870,2024-01-18,10:56:42,NFLX,buy,2208
TXN_00309,8093597035,2025-02-05,13:28:39,AAPL,buy,2213
TXN_00310,9192201895,2024-07-17,11:31:24,NFLX,sell,132
TXN_00311,9192201895,2024-11-23,10:34:27,NFLX,buy,1994
TXN_00312,6772985563,2024-07-31,14:52:03,JPM,buy,1301
TXN_00313,5229455093,2025-08-06,10:59:49,META,buy,876
TXN_00314,9862896116,2025-02-09,10:16:35,AAPL,buy,1533
TXN_00315,9474078998,2025-04-18,14:15:31,BAC,sell,1252
TXN_00316,4313201683,2024-08-09,11:04:01,JPM,sell,547
TXN_00317,1402944639,2024-12-31,10:31:58,NVDA,buy,1544
TXN_00318,1926010870,2025-02-21,13:33:12,MSFT,buy,381
TXN_00319,5775818865,2024-12-17,14:07:50,MSFT,sell,797
TXN_00320,7552075955,2024-01-04,10:08:14,NFLX,buy,1944
TXN_00321,5150695988,2025-03-18,11:20:34,TSLA,sell,415
TXN_00322,9474078998,2025-08-04,14:37:30,BAC,buy,2034
TXN_00323,7713225623,2025-05-24,14:57:52,MSFT,buy,1638
TXN_00324,1926010870,2024-05-15,15:55:32,META,buy,1314
TXN_00325,5150695988,2024-03-02,12:25:20,GOOG,buy,807
TXN_00326,3768699384,2024-12-09,09:18:27,JPM,sell,2493
TXN_00327,5150695988,2025-07-19,15:46:44,GOOG,sell,383
TXN_00328,7713225623,2025-06-30,15:26:32,AAPL,sell,327
TXN_00329,8093597035,2025-01-10,14:09:32,META,buy,2075
TXN_00330,4313201683,2025-07-01,13:45:56,TSLA,sell,1337
TXN_00331,9354048106,2024-07-28,15:10:56,GOOG,buy,557
TXN_00332,1402944639,2024-03-21,11:14:18,JPM,sell,2315
TXN_00333,5775818865,2025-05-08,09:52:29,AAPL,sell,613
TXN_00334,9474078998,2024-08-04,13:38:33,AMZN,buy,1639
TXN_00335,8093597035,2025-07-03,10:38:58,BAC,sell,1409
TXN_00336,6625608873,2024-02-27,14:38:38,GOOG,sell,2029
TXN_00337,9474078998,2024-10-24,13:34:01,GOOG,sell,1679
TXN_00338,5970995017,2025-06-24,13:06:42,META,sell,1110
TXN_00339,5970995017,2024-05-08,14:58:58,GOOG,sell,1056
TXN_00340,5150695988,2024-12-22,15:41:10,TSLA,sell,346
TXN_00341,3768699384,2024-12-18,09:26:43,AMZN,buy,2439
TXN_00342,9354048106,2025-03-30,11:47:39,TSLA,sell,1435
TXN_00343,3768699384,2025-08-06,15:42:21,NVDA,sell,2461
TXN_00344,7552075955,2025-07-22,14:22:05,NFLX,buy,2478
TXN_00345,1926010870,2025-05-16,14:50:30,TSLA,buy,1312
TXN_00346,8093597035,2024-08-24,09:41:05,NVDA,buy,2489
TXN_00347,4313201683,2025-07-19,13:35:57,AMZN,sell,764
TXN_00348,6625608873,2025-08-01,11:05:56,META,sell,453
TXN_00349,5150695988,2024-12-28,13:45:35,BAC,sell,807
TXN_00350,8093597035,2025-01-29,13:52:49,MSFT,buy,224
TXN_00351,6772985563,2025-07-17,13:51:02,AAPL,sell,1054
TXN_00352,1926010870,2024-08-31,10:17:03,NVDA,buy,629
TXN_00353,9192201895,2024-07-01,09:53:33,NVDA,buy,423
TXN_00354,7713225623,2024-08-15,11:58:04,GOOG,sell,1104
TXN_00355,1402944639,2024-11-03,13:34:04,NFLX,buy,1841
TXN_00356,3614142517,2024-02-18,11:16:07,JPM,sell,1721
TXN_00357,4313201683,2025-01-27,13:38:59,BAC,sell,2252
TXN_00358,9354048106,2025-04-23,12:51:50,NVDA,sell,1798
TXN_00359,5150695988,2024-04-13,15:48:12,BAC,sell,1329
TXN_00360,6625608873,2024-05-08,12:12:35,AAPL,buy,2207
TXN_00361,3614142517,2024-11-29,14:19:07,AAPL,buy,1028
TXN_00362,9192201895,2024-05-25,14:07:04,JPM,buy,1983
TXN_00363,3614142517,2024-10-05,12:22:55,NFLX,buy,1109
TXN_00364,5970995017,2024-05-22,11:08:38,TSLA,buy,750
TXN_00365,6772985563,2025-08-08,13:19:11,NFLX,sell,1179
TXN_00366,9474078998,2025-04-05,12:24:58,META,buy,1749
TXN_00367,4313201683,2024-02-26,09:59:57,BAC,sell,2249
TXN_00368,5229455093,2024-01-29,09:14:30,AMZN,buy,603
TXN_00369,7713225623,2024-12-29,12:10:44,NFLX,sell,1384
TXN_00370,5775818865,2024-05-17,15:39:19,BAC,buy,1430
TXN_00371,4313201683,2024-01-23,12:50:21,AMZN,buy,654
TXN_00372,8093597035,2025-07-20,10:13:30,NFLX,buy,236
TXN_00373,7552075955,2024-12-19,13:31:17,TSLA,buy,2023
TXN_00374,6625608873,2025-03-15,14:31:47,NFLX,sell,1495
TXN_00375,8093597035,2024-04-27,11:05:29,GOOG,sell,811
TXN_00376,5775818865,2024-07-01,15:00:14,TSLA,buy,753
TXN_00377,8093597035,2024-07-14,14:04:09,AAPL,buy,1388
TXN_00378,9862896116,2025-06-11,12:04:52,META,buy,758
TXN_00379,6625608873,2024-06-25,10:43:56,BAC,buy,315
TXN_00380,5150695988,2024-12-28,13:37:55,MSFT,buy,533
TXN_00381,4313201683,2025-08-02,13:50:30,NVDA,sell,254
TXN_00382,5229455093,2024-10-11,11:02:05,JPM,buy,1478
TXN_00383,4313201683,2025-08-12,14:54:03,MSFT,buy,1835
TXN_00384,9862896116,2024-01-12,13:16:44,NFLX,buy,592
TXN_00385,5229455093,2025-03-25,14:18:10,AMZN,buy,984
TXN_00386,3614142517,2024-05-29,14:46:36,TSLA,buy,1402
TXN_00387,7552075955,2024-07-23,15:44:49,JPM,buy,1080
TXN_00388,5150695988,2025-04-19,14:42:49,META,sell,448
TXN_00389,3768699384,2025-04-15,15:20:19,GOOG,buy,2474
TXN_00390,3768699384,2024-05-18,10:35:00,TSLA,buy,1785
TXN_00391,7552075955,2025-04-16,12:47:14,TSLA,sell,1922
TXN_00392,5970995017,2024-11-19,09:24:30,BAC,buy,1040
TXN_00393,5970995017,2025-06-26,15:15:28,MSFT,buy,254
TXN_00394,7552075955,2024-08-07,09:48:14,BAC,sell,707
TXN_00395,3768699384,2025-05-23,15:52:49,TSLA,sell,1191
TXN_00396,6772985563,2024-01-18,11:04:41,BAC,sell,515
